Date,Open,High,Low,Close,Volume
03.10.2005 15:00:00,1.5988,1.6042,1.5979,1.6021,67996.0
10.10.2005 15:00:00,1.6021,1.6092,1.5859999999999999,1.6047,765831.0
10.17.2005 15:00:00,1.6047,1.6096,1.5879,1.5953,1008258.0
10.24.2005 15:00:00,1.5953,1.6143,1.5915,1.6103,1038553.0
10.31.2005 16:00:00,1.6103,1.62887,1.601,1.6106,682212.7996
07.11.2005 16:00:00,1.6108200000000001,1.61404,1.59273,1.59924,588300.8988
11.14.2005 16:00:00,1.59904,1.6081,1.59241,1.6037,592335.4017
11.21.2005 16:00:00,1.60375,1.60943,1.59053,1.5923,599610.2996
11.28.2005 16:00:00,1.59248,1.6015700000000002,1.56244,1.56554,600390.1021
05.12.2005 16:00:00,1.5655299999999999,1.57935,1.56122,1.57352,603575.7012
12.12.2005 16:00:00,1.57345,1.6169799999999999,1.56995,1.6146,604510.5017
12.19.2005 16:00:00,1.61271,1.63215,1.58365,1.62763,598889.8989
12.26.2005 16:00:00,1.62709,1.63616,1.60607,1.6136,475389.1996
02.01.2006 16:00:00,1.6129200000000001,1.62703,1.6090200000000001,1.6103,483026.4013
09.01.2006 16:00:00,1.6104,1.6140700000000001,1.5972,1.6069,607360.2981
01.16.2006 16:00:00,1.60648,1.6241700000000001,1.6011,1.6218,600179.2022
01.23.2006 16:00:00,1.62198,1.6392099999999998,1.6092600000000001,1.61285,576112.7998
01.30.2006 16:00:00,1.6128799999999999,1.6164100000000001,1.5993700000000002,1.6048,603336.1
06.02.2006 16:00:00,1.60467,1.62452,1.60395,1.6129799999999999,600419.1012
02.13.2006 16:00:00,1.61228,1.6184,1.58915,1.6136700000000002,604798.3012
02.20.2006 16:00:00,1.61361,1.62022,1.60361,1.6052,603866.1989
02.27.2006 16:00:00,1.60525,1.6172,1.59654,1.6152,602808.5003
06.03.2006 16:00:00,1.61706,1.62996,1.61394,1.62685,603685.0983
03.13.2006 16:00:00,1.6258700000000001,1.6777099999999998,1.62155,1.6750900000000002,600961.1984
03.20.2006 16:00:00,1.6744900000000003,1.69938,1.67136,1.6977,603647.2987
03.27.2006 16:00:00,1.69764,1.71123,1.68813,1.6908,603740.2014
03.04.2006 15:00:00,1.69111,1.70465,1.6612200000000001,1.66465,601893.0999
10.04.2006 15:00:00,1.66515,1.66756,1.6499599999999999,1.66265,599292.3989
04.17.2006 15:00:00,1.66314,1.6732099999999999,1.65265,1.65805,602396.5014
04.24.2006 15:00:00,1.65776,1.67104,1.6499599999999999,1.66285,586260.1995
01.05.2006 15:00:00,1.66345,1.66526,1.63687,1.64715,599051.6978
08.05.2006 15:00:00,1.6475400000000002,1.6720700000000002,1.64379,1.6714099999999998,600225.3002
05.15.2006 15:00:00,1.67165,1.68808,1.6682099999999997,1.68425,601985.9998
05.22.2006 15:00:00,1.68445,1.7114,1.67635,1.68025,595602.5007
05.29.2006 15:00:00,1.68045,1.7236,1.67813,1.71615,603295.5998
05.06.2006 15:00:00,1.71635,1.73458,1.6826299999999998,1.68855,605903.4004
12.06.2006 15:00:00,1.6888,1.7128299999999999,1.6815200000000001,1.7110599999999998,602890.1989
06.19.2006 15:00:00,1.71115,1.7209900000000002,1.6988900000000002,1.70775,601668.3019
06.26.2006 15:00:00,1.70795,1.7246,1.7063099999999998,1.7199,586910.7996
03.07.2006 15:00:00,1.71963,1.7256,1.7017400000000003,1.70365,571613.8008
10.07.2006 15:00:00,1.7041099999999998,1.70642,1.67451,1.67875,596797.1992
07.17.2006 15:00:00,1.67865,1.6876,1.66261,1.68615,596491.3992
07.24.2006 15:00:00,1.6865700000000001,1.6888400000000001,1.65757,1.66185,597252.0992
07.31.2006 15:00:00,1.66252,1.6861599999999999,1.66107,1.6809900000000002,585622.3012
07.08.2006 15:00:00,1.6811599999999998,1.69192,1.65697,1.65915,449220.2993
08.14.2006 15:00:00,1.6597400000000002,1.6918400000000002,1.65915,1.68815,565414.6015
08.21.2006 15:00:00,1.6886400000000001,1.6953799999999999,1.6708599999999998,1.68325,596902.9987
08.28.2006 15:00:00,1.6835,1.6903599999999999,1.67091,1.67258,581735.7979
04.09.2006 15:00:00,1.67287,1.6818099999999998,1.65943,1.6798799999999998,566973.9995
11.09.2006 15:00:00,1.6800599999999999,1.69445,1.67841,1.68108,596132.3974
09.18.2006 15:00:00,1.6806299999999998,1.70702,1.6769999999999998,1.7032900000000002,588083.3988
09.25.2006 15:00:00,1.70373,1.70662,1.68409,1.6984,456731.8006
02.10.2006 15:00:00,1.6984,1.7138,1.6931,1.6954,90942.0
09.10.2006 15:00:00,1.6954,1.6954,1.6954,1.6954,0.0
10.16.2006 15:00:00,1.6954,1.6954,1.6954,1.6954,0.0
10.23.2006 15:00:00,1.6954,1.6954,1.6954,1.6954,0.0
10.30.2006 16:00:00,1.65726,1.6954,1.6489,1.6489,5.0
06.11.2006 16:00:00,1.6489,1.6489,1.6489,1.6489,0.0
11.13.2006 16:00:00,1.6489,1.6489,1.6489,1.6489,0.0
11.20.2006 16:00:00,1.6489,1.6489,1.6489,1.6489,0.0
11.27.2006 16:00:00,1.6489,1.6489,1.6489,1.6489,0.0
04.12.2006 16:00:00,1.6489,1.6489,1.6489,1.6489,0.0
11.12.2006 16:00:00,1.6489,1.6489,1.6489,1.6489,0.0
12.18.2006 16:00:00,1.6489,1.6489,1.6489,1.6489,0.0
12.25.2006 16:00:00,1.6489,1.67055,1.6489,1.6697,8.0
01.01.2007 16:00:00,1.6697,1.6697,1.6697,1.6697,0.0
08.01.2007 16:00:00,1.6697,1.6697,1.6697,1.6697,0.0
01.15.2007 16:00:00,1.6697,1.6697,1.6429,1.6429,8.0
01.22.2007 16:00:00,1.6429,1.6602,1.6429,1.6602,2.0
01.29.2007 16:00:00,1.6602,1.68075,1.6602,1.68075,8.0
05.02.2007 16:00:00,1.68075,1.68075,1.68075,1.68075,0.0
12.02.2007 16:00:00,1.68075,1.6808,1.68075,1.6808,0.0
02.19.2007 16:00:00,1.6808,1.6808,1.66255,1.6628,7.0
02.26.2007 16:00:00,1.66388,1.67877,1.6626,1.67877,48.7
05.03.2007 16:00:00,1.67877,1.67877,1.67877,1.67877,0.0
12.03.2007 15:00:00,1.6769599999999998,1.69145,1.6697,1.6721099999999998,463404.9002
03.19.2007 15:00:00,1.67487,1.6775799999999998,1.6471099999999999,1.64916,639012.4988
03.26.2007 15:00:00,1.64785,1.66072,1.6420099999999997,1.65147,633461.6007
02.04.2007 15:00:00,1.6501299999999999,1.6529,1.6286,1.6384,857367.1033
09.04.2007 15:00:00,1.6381700000000001,1.6397,1.62039,1.62255,797626.2992
04.16.2007 15:00:00,1.62533,1.6392,1.61873,1.6219999999999999,741546.8024
04.23.2007 15:00:00,1.62258,1.6498,1.6219299999999999,1.6445,738927.8983
04.30.2007 15:00:00,1.64415,1.6593,1.639,1.6540000000000001,768694.1290000001
07.05.2007 15:00:00,1.6554,1.6563,1.6216,1.6259,783503.1490000001
05.14.2007 15:00:00,1.6270200000000001,1.6445,1.6211,1.6412,781173.9192
05.21.2007 15:00:00,1.63794,1.6440000000000001,1.6296,1.643,778224.3985
05.28.2007 15:00:00,1.6420700000000001,1.6477,1.6130000000000002,1.6139,733931.6012
04.06.2007 15:00:00,1.61389,1.6192600000000001,1.58133,1.58228,316422.1983
11.06.2007 15:00:00,1.5831,1.59469,1.57663,1.58918,303542.4
06.18.2007 15:00:00,1.59215,1.5946,1.57802,1.58923,300782.4003
06.25.2007 15:00:00,1.58808,1.60843,1.58008,1.5949,312220.7992
02.07.2007 15:00:00,1.59429,1.5953,1.5832,1.58702,1386582.4941
09.07.2007 15:00:00,1.58768,1.60475,1.58037,1.58139,1405589.8
07.16.2007 15:00:00,1.58281,1.58416,1.5653,1.5703,1801030.7271
07.23.2007 15:00:00,1.57025,1.6030000000000002,1.54718,1.6005,2122429.9483
07.30.2007 15:00:00,1.59941,1.6165,1.5916,1.6112,1967300.1869
06.08.2007 15:00:00,1.61756,1.6263,1.5931,1.6214,1740230.1357
08.13.2007 15:00:00,1.62048,1.7449,1.6111,1.68878,2600224.1922
08.20.2007 15:00:00,1.69102,1.7094,1.6451,1.6526,2333391.0485
08.27.2007 15:00:00,1.64895,1.68445,1.6396,1.66445,2575665.6955
03.09.2007 15:00:00,1.66966,1.6724,1.6408,1.665,2255946.1608
10.09.2007 15:00:00,1.66525,1.6853,1.6445,1.6474,2109061.7425
09.17.2007 15:00:00,1.6467,1.6752,1.6174,1.6252,2102117.7468
09.24.2007 15:00:00,1.62515,1.6367,1.60265,1.6063,1972506.7376
01.10.2007 15:00:00,1.60609,1.6112,1.5707,1.5742,2059991.8226
08.10.2007 15:00:00,1.57195,1.5830000000000002,1.5637,1.5669,2029532.1992
10.15.2007 15:00:00,1.56647,1.60755,1.5626,1.60565,2932192.9218
10.22.2007 15:00:00,1.6117,1.6223,1.56635,1.56655,2398441.0863
10.29.2007 15:00:00,1.5676299999999999,1.58405,1.54955,1.57045,2153736.9476
05.11.2007 16:00:00,1.5745200000000001,1.6121,1.55895,1.6087200000000001,2764935.5330000003
12.11.2007 16:00:00,1.6196,1.6596,1.6125,1.64105,4289327.2456
11.19.2007 16:00:00,1.6357899999999999,1.716,1.63165,1.6893,1899749.1999
11.26.2007 16:00:00,1.6825,1.7157,1.65274,1.6543299999999999,3914750.1711
03.12.2007 16:00:00,1.6569099999999999,1.69985,1.6540000000000001,1.67225,1617097.4791
10.12.2007 16:00:00,1.67545,1.68415,1.6488,1.6757,1495315.0985
12.17.2007 16:00:00,1.6677099999999998,1.68245,1.6525,1.65672,1401752.1011
12.24.2007 16:00:00,1.65662,1.68565,1.64963,1.6795900000000001,927482.6005
12.31.2007 16:00:00,1.6773200000000001,1.69585,1.65445,1.68915,3795167.4894
07.01.2008 16:00:00,1.6915,1.69445,1.64765,1.65792,3379505.5289999996
01.14.2008 16:00:00,1.66135,1.68975,1.6483,1.66185,2836346.9568
01.21.2008 16:00:00,1.661,1.6953,1.65355,1.6682400000000002,2038673.9703
01.28.2008 16:00:00,1.671,1.6806,1.63516,1.6360299999999999,1351423.8387
04.02.2008 16:00:00,1.63845,1.6434,1.6124,1.61897,1412412.8116
11.02.2008 16:00:00,1.6195700000000002,1.632,1.60005,1.6143299999999998,682177.0576
02.18.2008 16:00:00,1.6156,1.6174,1.5923,1.60499,755389.5592
02.25.2008 16:00:00,1.60545,1.6332200000000001,1.59475,1.6332200000000001,862042.202
03.03.2008 16:00:00,1.6279,1.6632,1.6118,1.65592,876950.2489
10.03.2008 15:00:00,1.6569599999999998,1.6776,1.6467,1.67117,1043672.8007
03.17.2008 15:00:00,1.6707,1.7255,1.6614,1.71,841745.2888
03.24.2008 15:00:00,1.71197,1.7268,1.6932,1.7205,559443.9974
03.31.2008 15:00:00,1.7239,1.74265,1.6984,1.70472,441209.9997
07.04.2008 15:00:00,1.7056,1.70925,1.68315,1.7029,518090.7509
04.14.2008 15:00:00,1.69295,1.71805,1.6859,1.6919,408474.0204
04.21.2008 15:00:00,1.6944,1.6962,1.66195,1.6737,815664.8005
04.28.2008 15:00:00,1.67173,1.67695,1.6429,1.6495,274687.1001
05.05.2008 15:00:00,1.64867,1.653,1.6261700000000001,1.63995,265494.5991
12.05.2008 15:00:00,1.64225,1.6634,1.6265,1.6293,246138.8503
05.19.2008 15:00:00,1.6295,1.6468,1.61815,1.6421,208610.3223
05.26.2008 15:00:00,1.6430099999999999,1.6454,1.6186,1.62685,207935.6255
02.06.2008 15:00:00,1.63067,1.6399,1.6048,1.6380000000000001,254077.4116
09.06.2008 15:00:00,1.6407900000000002,1.653,1.6303,1.6368,461443.7302
06.16.2008 15:00:00,1.6391200000000001,1.6508,1.6276,1.6361,836556.5994
06.23.2008 15:00:00,1.6371,1.6508,1.62542,1.643,971528.0657
06.30.2008 15:00:00,1.64169,1.6585,1.62635,1.6292,1161734.9967
07.07.2008 15:00:00,1.62986,1.6536,1.6257,1.6486,1072677.0989
07.14.2008 15:00:00,1.6441400000000002,1.64735,1.6204,1.63265,1085710.0991
07.21.2008 15:00:00,1.6278,1.64405,1.6224,1.64155,1164351.2385
07.28.2008 15:00:00,1.64369,1.6746,1.63519,1.6741,1118604.1979999999
04.08.2008 15:00:00,1.6752200000000002,1.7042,1.6689,1.6877,1239612.8168
11.08.2008 15:00:00,1.68615,1.73575,1.6818,1.69475,1540045.8378
08.18.2008 15:00:00,1.6929,1.7075,1.6828,1.7069,1368733.5128
08.25.2008 15:00:00,1.7077,1.7209,1.69935,1.7095,1232266.2353
01.09.2008 15:00:00,1.714,1.7718,1.70785,1.74825,1313902.9628
08.09.2008 15:00:00,1.73195,1.76755,1.7206,1.72535,1418365.0149
09.15.2008 15:00:00,1.74715,1.8251,1.73085,1.7338,1054097.5072
09.22.2008 15:00:00,1.73131,1.76795,1.7247,1.7585,830949.4997
09.29.2008 15:00:00,1.75705,1.8096,1.74035,1.7807,909740.3372
06.10.2008 15:00:00,1.77062,2.11215,1.7638,2.0827,12291995.129
10.13.2008 15:00:00,2.0186,2.0706,1.899,1.9462,23668296.7945
10.20.2008 15:00:00,1.9306900000000002,2.07375,1.8895,2.0273,21309285.2709
10.27.2008 15:00:00,2.03063,2.08205,1.88895,1.9037,5027785.6402
03.11.2008 16:00:00,1.906,1.93275,1.84955,1.8859,1530773.9447
10.11.2008 16:00:00,1.8683900000000002,1.96875,1.8492,1.944,737050.4029999999
11.17.2008 16:00:00,1.9669900000000002,2.05615,1.9288,1.9909999999999999,783275.7001
11.24.2008 16:00:00,1.9866,2.02855,1.93325,1.9378,923180.9996
01.12.2008 16:00:00,1.94487,2.0113,1.94115,1.96525,819679.0484
08.12.2008 16:00:00,1.96125,2.0455,1.925,2.0123,832071.0006
12.15.2008 16:00:00,2.01389,2.1024,2.0099,2.0442,780151.2976
12.22.2008 16:00:00,2.03885,2.0688299999999997,2.0252,2.05105,582793.6995
12.29.2008 16:00:00,2.04848,2.0703,1.9486,1.9567,533375.4997
05.01.2009 16:00:00,1.9532,1.9586,1.86045,1.91535,830455.303
12.01.2009 16:00:00,1.9252,2.0056,1.91375,1.9699,1011473.6998
01.19.2009 16:00:00,1.9706599999999999,1.9965,1.94145,1.9835,1190727.5952
01.26.2009 16:00:00,1.97544,2.01905,1.96105,2.01192,970677.103800001
02.02.2009 16:00:00,2.00528,2.0391,1.9013,1.91455,975441.6013
09.02.2009 16:00:00,1.92333,1.9887,1.9061,1.95705,1070950.1017
02.16.2009 16:00:00,1.96112,1.99905,1.95015,1.9866,957755.1253
02.23.2009 16:00:00,1.98505,1.99425,1.9488,1.9828,1007080.1403
02.03.2009 16:00:00,1.9744,1.999,1.93635,1.9739,1066617.9024
09.03.2009 15:00:00,1.97596,2.0028,1.9551,1.96325,1195894.5182
03.16.2009 15:00:00,1.96705,2.0049,1.9597,1.97615,1169784.7413
03.23.2009 15:00:00,1.97435,1.97625,1.9125,1.9129,1019260.4087
03.30.2009 15:00:00,1.91575,1.9463,1.8649,1.88465,926988.3009
06.04.2009 15:00:00,1.88598,1.8989,1.8204,1.8313,774092.5997
04.13.2009 15:00:00,1.81141,1.85,1.8030000000000002,1.8046,883679.7135000009
04.20.2009 15:00:00,1.8016299999999998,1.85835,1.7996,1.8302,1002015.3048
04.27.2009 15:00:00,1.8338900000000002,1.865,1.7983,1.8151,1188900.9982
04.05.2009 15:00:00,1.81237,1.8154400000000002,1.74865,1.7729,1266199.5475
11.05.2009 15:00:00,1.77424,1.81445,1.7674,1.8009,1201309.7040000001
05.18.2009 15:00:00,1.79967,1.80305,1.7539,1.7878,1249079.7053
05.25.2009 15:00:00,1.7945099999999998,1.8003,1.76305,1.76685,1093709.8017
01.06.2009 15:00:00,1.7582900000000001,1.7848,1.7292,1.7598,1248163.8009
08.06.2009 15:00:00,1.7558,1.77,1.7147,1.72425,1217694.4924
06.15.2009 15:00:00,1.72924,1.7632299999999999,1.7228400000000001,1.7295,440314.7004
06.22.2009 15:00:00,1.7306700000000002,1.78335,1.7288299999999999,1.7396,1208224.2955
06.29.2009 15:00:00,1.7411900000000002,1.7661,1.7315,1.7531,918438.2
06.07.2009 15:00:00,1.7556,1.79725,1.74605,1.78885,1608948.8031
07.13.2009 15:00:00,1.7903099999999998,1.8102,1.7523,1.7575,1505250.9975
07.20.2009 15:00:00,1.7599,1.7608,1.7344,1.7381,1262001.9049
07.27.2009 15:00:00,1.73617,1.7409,1.69845,1.70425,1415143.6027
03.08.2009 15:00:00,1.70658,1.7202,1.69115,1.69375,1146061.3477
10.08.2009 15:00:00,1.69938,1.72485,1.68505,1.70565,607151.0288
08.17.2009 15:00:00,1.71145,1.72925,1.7044,1.7156,532234.5493
08.24.2009 15:00:00,1.7129599999999998,1.7262,1.69655,1.70025,628798.2021
08.31.2009 15:00:00,1.6996799999999999,1.7229,1.6779,1.6799,637135.4499
07.09.2009 15:00:00,1.67894,1.7006,1.6716,1.68775,609781.4608
09.14.2009 15:00:00,1.6926299999999999,1.70345,1.68035,1.6952,738915.5026
09.21.2009 15:00:00,1.69593,1.70445,1.68525,1.6922,899431.8392
09.28.2009 15:00:00,1.69258,1.70015,1.65105,1.6837,984025.0594
05.10.2009 15:00:00,1.6846700000000001,1.68665,1.62565,1.62945,944253.5708
12.10.2009 15:00:00,1.62752,1.63945,1.6135,1.62555,905726.7989
10.19.2009 15:00:00,1.6277,1.6301,1.6079,1.6266,964420.7231
10.26.2009 15:00:00,1.62836,1.64215,1.60945,1.63675,925094.6084
02.11.2009 16:00:00,1.641,1.6504,1.6143299999999998,1.61509,906817.6624
09.11.2009 16:00:00,1.6126,1.61775,1.59559,1.5967,724979.2188
11.16.2009 16:00:00,1.59765,1.6355,1.59475,1.62435,639743.8614
11.23.2009 16:00:00,1.62365,1.6627,1.6158,1.65345,633621.4213
11.30.2009 16:00:00,1.64485,1.6499,1.61685,1.6242299999999998,695431.6999
07.12.2009 16:00:00,1.62675,1.63045,1.60035,1.6015,749838.0554
12.14.2009 16:00:00,1.6032,1.62445,1.5968,1.61097,684611.0999
12.21.2009 16:00:00,1.6053,1.63342,1.6053,1.6276,485120.7018
12.28.2009 16:00:00,1.62515,1.6269,1.5913,1.5964,382061.9005
04.01.2010 16:00:00,1.5909200000000001,1.59585,1.55605,1.55785,653447.2028
11.01.2010 16:00:00,1.55265,1.57945,1.5518,1.55845,690561.3603
